Apartments in Mumbai,,,,,,
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
AGENT,1, 27.99 L,kasaradavali thane west,334,Ready to move,"8,383 / sq ft"
AGENT,1, 42.9 L,kasaradavali thane west,625,Ready to move,"6,864 / sq ft"
AGENT,2, 54.99 L,kasaradavali thane west,905,Ready to move,"6,077 / sq ft"
AGENT,3, 2.4 Cr,Malad West,1850,Under Construction,"12,972 / sq ft"
AGENT,2, 1.7 Cr,Malad West,1290,Under Construction,"13,178 / sq ft"
AGENT,1, 50 L,kasaradavali thane west,523,Ready to move,"9,560 / sq ft"
AGENT,1, 50 L,kasaradavali thane west,523,Ready to move,"9,560 / sq ft"
AGENT,1, 50 L,kasaradavali thane west,523,Ready to move,"9,560 / sq ft"
AGENT,1, 50 L,kasaradavali thane west,523,Ready to move,"9,560 / sq ft"
AGENT,1, 50 L,kasaradavali thane west,523,Ready to move,"9,560 / sq ft"
AGENT,2, 97 L,kasaradavali thane west,1050,Ready to move,"9,238 / sq ft"
AGENT,1, 54.99 L,kasaradavali thane west,663,Ready to move,"8,295 / sq ft"
OWNER,2, 1.12 Cr,Dahisar,650,Ready to move,"17,230 / sq ft"
OWNER,1, 85 L,Mulund East,575,Ready to move,"14,782 / sq ft"
AGENT,1, 72 L,kasaradavali thane west,791,Ready to move,"9,102 / sq ft"
AGENT,2, 2 Cr,Powai,1120,Ready to move,"17,857 / sq ft"
AGENT,3, 2.9 Cr,Powai,1500,Ready to move,"19,333 / sq ft"
AGENT,2, 1.65 Cr,Santacruz East,810,Ready to move,"20,370 / sq ft"
AGENT,2, 1.7 Cr,Malad West,1290,Under Construction,"13,178 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
OWNER,2, 1.65 Cr,Andheri East,715,Ready to move,"23,076 / sq ft"
AGENT,3, 6.15 Cr,Worli,1674,Ready to move,"36,738 / sq ft"
AGENT,2, 1.21 Cr,Kharghar,1258,Ready to move,"9,618 / sq ft"
AGENT,2, 52.57 L,kasaradavali thane west,751,Under Construction,"7,000 / sq ft"
AGENT,3, 1.29 Cr,kasaradavali thane west,1327,Ready to move,"9,721 / sq ft"
OWNER,2, 1.05 Cr,Mulund West,966,Under Construction,"10,869 / sq ft"
AGENT,1, 75 L,kasaradavali thane west,700,Ready to move,"10,714 / sq ft"
OWNER,1, 22 L,Mulund West,150,Ready to move,"14,666 / sq ft"
OWNER,1, 30 L,Badlapur East,650,Ready to move,"4,615 / sq ft"
OWNER,2, 1.6 Cr,Mulund East,950,Ready to move,"16,842 / sq ft"
OWNER,1, 25 L,Santacruz East,240,Ready to move,"10,416 / sq ft"
OWNER,1, 1.35 Cr,Ghatkopar East,536,Ready to move,"25,186 / sq ft"
OWNER,1, 32 L,Ambernath East,821,Ready to move,"3,897 / sq ft"
OWNER,1, 80 L,Andheri West,460,Ready to move,"17,391 / sq ft"
OWNER,3, 4 Cr,Ville Parle East,1500,Ready to move,"26,666 / sq ft"
AGENT,2, 90 L,kasaradavali thane west,780,Under Construction,"11,538 / sq ft"
OWNER,1, 24.6 L,Karjat,717,Ready to move,"3,430 / sq ft"
OWNER,3, 3.99 Cr,Matunga,1300,Ready to move,"30,692 / sq ft"
OWNER,3, 4.6 Cr,Matunga,1300,Ready to move,"35,384 / sq ft"
AGENT,1, 58 L,kasaradavali thane west,690,Ready to move,"8,405 / sq ft"
OWNER,2, 65 L,Ulwe,940,Ready to move,"6,914 / sq ft"
OWNER,2, 95 L,Thane West,835,Ready to move,"11,377 / sq ft"
OWNER,1, 65 L,Thane West,550,Ready to move,"11,818 / sq ft"
OWNER,4, 8 Cr,Wadala,2515,Ready to move,"31,809 / sq ft"
OWNER,1, 32 L,Badlapur East,690,Ready to move,"4,637 / sq ft"
AGENT,1, 35 L,Vasai,676,Ready to move,"5,177 / sq ft"
AGENT,1, 35 L,Vasai,655,Ready to move,"5,343 / sq ft"
OWNER,1, 27.56 L,Badlapur East,735,Ready to move,"3,750 / sq ft"
OWNER,2, 1.35 Cr,Andheri West,700,Ready to move,"19,285 / sq ft"
OWNER,1, 41 L,Kalwa,600,Ready to move,"6,833 / sq ft"
OWNER,1, 41 L,Kalwa,600,Ready to move,"6,833 / sq ft"
OWNER,1, 21.5 L,Hendre Pada,570,Ready to move,"3,771 / sq ft"
OWNER,2, 1.35 Cr,Andheri West,615,Under Construction,"21,951 / sq ft"
OWNER,2, 72 L,Thane West,720,Ready to move,"10,000 / sq ft"
OWNER,1, 58 L,Borivali West,225,Ready to move,"25,777 / sq ft"
OWNER,3, 50 L,Nalasopara East,1200,Ready to move,"4,166 / sq ft"
OWNER,2, 1.51 Cr,Ghatkopar East,825,Ready to move,"18,303 / sq ft"
AGENT,1, 1.05 Cr,Chembur,533,Ready to move,"19,699 / sq ft"
AGENT,2, 1.61 Cr,Kandivali East,900,Ready to move,"17,888 / sq ft"
OWNER,1, 22 L,Dombivali East,550,Ready to move,"4,000 / sq ft"
OWNER,1, 14 L,Dombivali East,325,Ready to move,"4,307 / sq ft"
OWNER,1, 57 L,Bandra West,275,Ready to move,"20,727 / sq ft"
OWNER,2, 1 Cr,Bhuleshwar,580,Ready to move,"17,241 / sq ft"
OWNER,1, 20.5 L,Vasind,500,Ready to move,"4,100 / sq ft"
OWNER,2, 2.5 Cr,Powai,980,Ready to move,"25,510 / sq ft"
OWNER,2, 1.7 Cr,Chembur,1050,Ready to move,"16,190 / sq ft"
OWNER,2, 1.35 Cr,Airoli,800,Ready to move,"16,875 / sq ft"
AGENT,2, 84.56 L,kasaradavali thane west,987,Under Construction,"8,568 / sq ft"
OWNER,1, 72 L,Bhandup West,550,Ready to move,"13,090 / sq ft"
AGENT,2, 3.95 Cr,Andheri East,1680,Ready to move,"23,511 / sq ft"
OWNER,2, 79.9 L,Thakurli,950,Ready to move,"8,410 / sq ft"
OWNER,2, 2.25 Cr,Andheri West,1250,Ready to move,"18,000 / sq ft"
OWNER,1, 52 L,Vasai,630,Ready to move,"8,253 / sq ft"
OWNER,1, 1.25 Cr,Mahim,600,Ready to move,"20,833 / sq ft"
OWNER,1, 58 L,Bhandup West,410,Ready to move,"14,146 / sq ft"
AGENT,3, 3.25 Cr,Goregaon East,1500,Ready to move,"21,666 / sq ft"
AGENT,1, 53 L,Mira Road East,393,Under Construction,"13,486 / sq ft"
AGENT,2, 72.9 L,Mira Road East,511,Under Construction,"14,266 / sq ft"
AGENT,1, 52.5 L,Mira Road East,369,Under Construction,"14,227 / sq ft"
AGENT,1, 52.8 L,Mira Road East,385,Under Construction,"13,714 / sq ft"
AGENT,1, 57 L,kasaradavali thane west,550,Ready to move,"10,363 / sq ft"
AGENT,3, 2.4 Cr,Goregaon West,1200,Ready to move,"20,000 / sq ft"
AGENT,3, 2.7 Cr,Goregaon West,1450,Ready to move,"18,620 / sq ft"
AGENT,2, 2 Cr,Goregaon West,1150,Ready to move,"17,391 / sq ft"
AGENT,2, 1.65 Cr,Goregaon West,1100,Ready to move,"15,000 / sq ft"
AGENT,2, 1.55 Cr,Goregaon West,960,Ready to move,"16,145 / sq ft"
AGENT,2, 1.25 Cr,Goregaon West,800,Ready to move,"15,625 / sq ft"
AGENT,3, 3.9 Cr,Santacruz East,1650,Ready to move,"23,636 / sq ft"
AGENT,2, 98 L,kasaradavali thane west,1150,Under Construction,"8,521 / sq ft"
OWNER,1, 1.35 Cr,Jogeshwari East,415,Ready to move,"32,530 / sq ft"
OWNER,1, 1.55 Cr,Jogeshwari East,560,Ready to move,"27,678 / sq ft"
AGENT,1, 60 L,kasaradavali thane west,620,Ready to move,Price
OWNER,2, 65 L,Mira Road East,1050,Ready to move,"6,190 / sq ft"
OWNER,2, 65 L,Mira Road East,1050,Ready to move,"6,190 / sq ft"
AGENT,2, 90 L,kasaradavali thane west,942,Ready to move,"9,554 / sq ft"
OWNER,2, 95 L,Kharghar,560,Ready to move,"16,964 / sq ft"
OWNER,1, 62 L,Seawoods,531,Ready to move,"11,676 / sq ft"
OWNER,1, 75 L,Bhandup West,545,Under Construction,"13,761 / sq ft"
AGENT,2, 1.8 Cr,Andheri West,800,Ready to move,"22,500 / sq ft"
OWNER,1, 1 Cr,Mazgaon,450,Ready to move,"22,222 / sq ft"
OWNER,2, 1.1 Cr,Thane West,1000,Ready to move,"11,000 / sq ft"
OWNER,1, 74 L,Mulund West,400,Ready to move,"18,500 / sq ft"
OWNER,1, 21 L,Dombivli (West),370,Under Construction,"5,675 / sq ft"
AGENT,2, 1.2 Cr,Malad East,950,Ready to move,"12,631 / sq ft"
OWNER,1, 66 L,Dahisar East,450,Ready to move,"14,666 / sq ft"
OWNER,1, 61 L,Kalwa,750,Ready to move,"8,133 / sq ft"
OWNER,1, 72.99 L,Airoli,525,Ready to move,"13,904 / sq ft"
OWNER,1, 14.5 L,Boisar,496,Under Construction,"2,923 / sq ft"
OWNER,1, 18.5 L,Boisar,647,Under Construction,"2,859 / sq ft"
OWNER,Residential Plot, 3 L,Ranjanpada Uran Panvel Road,1089,New,275 / sq ft
OWNER,3, 60 L,Chembur,900,Ready to move,"6,666 / sq ft"
OWNER,1, 11 L,Vevoor,400,Ready to move,"2,750 / sq ft"
OWNER,1, 45 L,Dombivali,600,Ready to move,"7,500 / sq ft"
OWNER,2, 1.47 Cr,Dahisar,581,Under Construction,"25,301 / sq ft"
OWNER,1, 34 L,Kalwa,530,Ready to move,"6,415 / sq ft"
OWNER,3, 65 L,Palava,675,Ready to move,"9,629 / sq ft"
AGENT,1, 86 L,Jogeshwari East,450,Ready to move,"19,111 / sq ft"
OWNER,3, 6.75 Cr,Cuffe Parade,1300,Ready to move,"51,923 / sq ft"
OWNER,1, 60 L,Sanpada,550,Ready to move,"10,909 / sq ft"
OWNER,1, 1.05 Cr,Ghatkopar East,750,Ready to move,"14,000 / sq ft"
OWNER,1, 55 L,Ulwe,665,Ready to move,"8,270 / sq ft"
AGENT,4, 3.45 Cr,Goregaon West,1700,Under Construction,"20,294 / sq ft"
OWNER,2, 1.98 Cr,Andheri West,708,Ready to move,"27,966 / sq ft"
OWNER,2, 2.3 Cr,Powai,1150,Ready to move,"20,000 / sq ft"
AGENT,3, 2.7 Cr,Malad West,1600,Under Construction,"16,875 / sq ft"
OWNER,1, 1.5 Cr,Santacruz East,600,Ready to move,"25,000 / sq ft"
OWNER,2, 2.35 Cr,Andheri West,925,Ready to move,"25,405 / sq ft"
OWNER,1, 90 L,Chembur,440,Ready to move,"20,454 / sq ft"
OWNER,1, 40 L,Bhayandar West,550,Ready to move,"7,272 / sq ft"
OWNER,1, 22 L,Dahisar West,250,Ready to move,"8,800 / sq ft"
OWNER,2, 1.37 Cr,Dahisar West,750,Ready to move,"18,266 / sq ft"
OWNER,2, 1.4 Cr,Andheri East,900,Ready to move,"15,555 / sq ft"
AGENT,1, 60 L,Thane West,350,Ready to move,"17,142 / sq ft"
AGENT,3, 2.85 Cr,Goregaon East,1500,Ready to move,"19,000 / sq ft"
AGENT,3, 3.1 Cr,Goregaon East,2000,Ready to move,"15,500 / sq ft"
AGENT,1, 61 L,Malad West,550,Ready to move,"11,090 / sq ft"
AGENT,3, 3.5 Cr,Goregaon East,1405,Ready to move,"24,911 / sq ft"
AGENT,1, 65 L,Malad West,365,Ready to move,"17,808 / sq ft"
AGENT,2, 2.5 Cr,Malad East,700,Ready to move,"35,714 / sq ft"
AGENT,2, 1.8 Cr,Andheri West,750,Ready to move,"24,000 / sq ft"
AGENT,1, 1.6 Cr,Khar West,400,Ready to move,"40,000 / sq ft"
AGENT,2, 2.02 Cr,Goregaon East,1190,Ready to move,"16,974 / sq ft"
AGENT,2, 1.6 Cr,Andheri West,800,Ready to move,"20,000 / sq ft"
AGENT,2, 1.7 Cr,Kandivali West,830,Ready to move,"20,481 / sq ft"
AGENT,2, 1.4 Cr,Malad East,850,Ready to move,"16,470 / sq ft"
AGENT,2, 2.55 Cr,Prabhadevi,800,Ready to move,"31,875 / sq ft"
AGENT,2, 5.5 Cr,Malabar Hill,1030,Ready to move,"53,398 / sq ft"
AGENT,3, 4.1 Cr,Goregaon East,1862,Ready to move,"22,019 / sq ft"
AGENT,2, 1.7 Cr,Chembur,1050,Ready to move,"16,190 / sq ft"
AGENT,5, 5.8 Cr,Goregaon East,3000,Ready to move,"19,333 / sq ft"
AGENT,1, 1.28 Cr,Chembur,950,Ready to move,"13,473 / sq ft"
AGENT,3, 3 Cr,Andheri West,1792,Ready to move,"16,741 / sq ft"
AGENT,3, 2.25 Cr,Goregaon East,1330,Ready to move,"16,917 / sq ft"
AGENT,1, 1 Cr,Goregaon East,600,Ready to move,"16,666 / sq ft"
AGENT,2, 1.35 Cr,Goregaon East,970,Ready to move,"13,917 / sq ft"
AGENT,3, 3.1 Cr,Goregaon East,1456,Ready to move,"21,291 / sq ft"
AGENT,3, 3.7 Cr,Malad East,2310,Ready to move,"16,017 / sq ft"
AGENT,2, 1.6 Cr,Andheri East,900,Ready to move,"17,777 / sq ft"
AGENT,2, 1.8 Cr,Goregaon East,1050,Ready to move,"17,142 / sq ft"
AGENT,2, 1.8 Cr,Malad East,1155,Ready to move,"15,584 / sq ft"
AGENT,3, 8 Cr,vile parle west,2560,Ready to move,"31,250 / sq ft"
AGENT,2, 1.35 Cr,Borivali West,742,Ready to move,"18,194 / sq ft"
AGENT,2, 2 Cr,Ambivali,1095,Ready to move,"18,264 / sq ft"
AGENT,2, 1.49 Cr,Goregaon East,916,Ready to move,"16,266 / sq ft"
AGENT,3, 3.5 Cr,Malad East,2310,Ready to move,"15,151 / sq ft"
AGENT,2, 2.2 Cr,Goregaon East,1290,Ready to move,"17,054 / sq ft"
AGENT,1, 1.15 Cr,Malad East,630,Ready to move,"18,253 / sq ft"
AGENT,2, 1.45 Cr,Malad West,1125,Ready to move,"12,888 / sq ft"
AGENT,4, 3.85 Cr,Goregaon East,1660,Ready to move,"23,192 / sq ft"
AGENT,2, 2.25 Cr,Goregaon East,1290,Ready to move,"17,441 / sq ft"
AGENT,3, 2.2 Cr,Malad East,1520,Ready to move,"14,473 / sq ft"
AGENT,2, 1.8 Cr,Malad East,1232,Ready to move,"14,610 / sq ft"
OWNER,3, 1.9 Cr,Thane West,1680,Ready to move,"11,309 / sq ft"
OWNER,1, 65 L,Bhayandar West,605,Ready to move,"10,743 / sq ft"
OWNER,1, 27 L,Powai,250,Ready to move,"10,800 / sq ft"
OWNER,1, 1 Cr,Jogeshwari West,635,Ready to move,"15,748 / sq ft"
OWNER,1, 65 L,Mulund West,320,Ready to move,"20,312 / sq ft"
OWNER,1, 97 L,Goregaon West,580,Ready to move,"16,724 / sq ft"
OWNER,1, 40 L,Kumbharkhan Pada,605,Ready to move,"6,611 / sq ft"
OWNER,2, 1.75 Cr,Andheri West,680,Ready to move,"25,735 / sq ft"
AGENT,2, 2.1 Cr,Malad West,1000,Ready to move,"21,000 / sq ft"
OWNER,1, 26.08 L,Ambernath East,640,Ready to move,"4,075 / sq ft"
OWNER,2, 65 L,Mira Road East,730,Ready to move,"8,904 / sq ft"
OWNER,1, 24.5 L,Santosh Nagar,560,Ready to move,"4,375 / sq ft"
OWNER,1, 35 L,Kamothe,425,Ready to move,"8,235 / sq ft"
OWNER,2, 1.1 Cr,Kandivali East,537,Ready to move,"20,484 / sq ft"
AGENT,2, 1.75 Cr,Malad West,1200,Under Construction,"14,583 / sq ft"
OWNER,1, 24 L,Badlapur East,680,Ready to move,"3,529 / sq ft"
OWNER,1, 33.59 L,Karanjade,600,Under Construction,"5,598 / sq ft"
OWNER,1, 1.1 Cr,Mulund West,600,Ready to move,"18,333 / sq ft"
OWNER,1, 27 L,Badlapur West,685,Ready to move,"3,941 / sq ft"
OWNER,1, 95 L,Bandra East,300,Ready to move,"31,666 / sq ft"
OWNER,1, 48 L,Dombivali,675,Ready to move,"7,111 / sq ft"
OWNER,2, 2.1 Cr,Mahim,625,Ready to move,"33,600 / sq ft"
OWNER,1, 85 L,Bhandup West,590,Ready to move,"14,406 / sq ft"
OWNER,2, 30 L,Mulund East,630,Ready to move,"4,761 / sq ft"
OWNER,1, 18.5 L,Virar East,485,Ready to move,"3,814 / sq ft"
OWNER,1, 42 L,Bhayandar East,535,Ready to move,"7,850 / sq ft"
OWNER,2, 32 L,Dombivali,800,Ready to move,"4,000 / sq ft"
OWNER,1, 19 L,Badlapur West,550,Ready to move,"3,454 / sq ft"
OWNER,1, 27.7 L,Bhiwandi,382,Under Construction,"7,251 / sq ft"
OWNER,2, 1.75 Cr,Borivali West,900,Ready to move,"19,444 / sq ft"
OWNER,1, 65 L,Borivali West,425,Ready to move,"15,294 / sq ft"
OWNER,2, 85 L,Koper Khairane,1100,Ready to move,"7,727 / sq ft"
OWNER,3, 3.2 Cr,Thane West,1600,Ready to move,"20,000 / sq ft"
OWNER,3, 3.25 Cr,Vartak Nagar,1600,Ready to move,"20,312 / sq ft"
OWNER,3, 3.2 Cr,Vartak Nagar,1600,Ready to move,"20,000 / sq ft"
OWNER,1, 65 L,Borivali West,425,Ready to move,"15,294 / sq ft"
OWNER,1, 28.5 L,Dombivali East,420,Ready to move,"6,785 / sq ft"
OWNER,2, 1.4 Cr,Goregaon West,1800,Ready to move,"7,777 / sq ft"
OWNER,2, 1.6 Cr,Kurla West,1079,Ready to move,"14,828 / sq ft"
OWNER,1, 45 L,Kalu Nagar,620,Ready to move,"7,258 / sq ft"
OWNER,2, 36 L,Boisar,900,Ready to move,"4,000 / sq ft"
OWNER,1, 12 L,Shahapur,500,Under Construction,"2,400 / sq ft"
OWNER,1, 1.1 Cr,Jogeshwari East,565,Ready to move,"19,469 / sq ft"
OWNER,1, 45 L,Santacruz East,308,Ready to move,"14,610 / sq ft"
OWNER,1, 31.35 L,Vasai east,660,Under Construction,"4,750 / sq ft"
OWNER,1, 1.21 Cr,Jogeshwari West,401,Ready to move,"30,174 / sq ft"
OWNER,1, 27.5 L,Badlapur East,640,Ready to move,"4,296 / sq ft"
OWNER,1, 66 L,Hiranandani Estates,630,Ready to move,"10,476 / sq ft"
OWNER,2, 2.1 Cr,Mahim,625,Ready to move,"33,600 / sq ft"
OWNER,1, 14 L,Done,540,Ready to move,"2,592 / sq ft"
OWNER,1, 19 L,Badlapur West,550,Ready to move,"3,454 / sq ft"
OWNER,1, 27.7 L,Bhiwandi,382,Under Construction,"7,251 / sq ft"
OWNER,2, 1.75 Cr,Borivali West,900,Ready to move,"19,444 / sq ft"
OWNER,1, 65 L,Borivali West,425,Ready to move,"15,294 / sq ft"
OWNER,2, 85 L,Koper Khairane,1100,Ready to move,"7,727 / sq ft"
OWNER,3, 3.2 Cr,Thane West,1600,Ready to move,"20,000 / sq ft"
OWNER,3, 3.25 Cr,Vartak Nagar,1600,Ready to move,"20,312 / sq ft"
OWNER,3, 3.2 Cr,Vartak Nagar,1600,Ready to move,"20,000 / sq ft"
OWNER,1, 65 L,Borivali West,425,Ready to move,"15,294 / sq ft"
OWNER,1, 28.5 L,Dombivali East,420,Ready to move,"6,785 / sq ft"
OWNER,3, 1.65 Cr,Thane West,1066,Under Construction,"15,478 / sq ft"
OWNER,1, 48 L,Dombivali,675,Ready to move,"7,111 / sq ft"
OWNER,2, 1.5 Cr,Thane West,802,Under Construction,"18,703 / sq ft"
OWNER,2, 68 L,Kharghar,1050,Ready to move,"6,476 / sq ft"
OWNER,2, 1 Cr,Thane West,875,Ready to move,"11,428 / sq ft"
OWNER,5, 12 Cr,Andheri West,2900,Ready to move,"41,379 / sq ft"
